Region,Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Voluntary Assisted Dying,Offences Against the Person,Unlawful Entry,Unlawful Entry With Intent - Dwelling,Unlawful Entry Without Violence - Dwelling,Unlawful Entry With Violence - Dwelling,Unlawful Entry With Intent - Shop,Unlawful Entry With Intent - Other,Arson,Other Property Damage,Unlawful Use of Motor Vehicle,Other Theft (excl. Unlawful Entry),Stealing from Dwellings,Shop Stealing,Vehicles (steal from/enter with intent),Other Stealing,Fraud,Fraud by Computer,Fraud by Cheque,Fraud by Credit Card,Identity Fraud,Other Fraud,Handling Stolen Goods,Possess Property Suspected Stolen,Receiving Stolen Property,Possess etc. Tainted Property,Other Handling Stolen Goods,Offences Against Property,Drug Offences,Trafficking Drugs,Possess Drugs,Produce Drugs,Sell Supply Drugs,Other Drug Offences,Prostitution Offences,Found in Places Used for Purpose of Prostitution Offences,Have Interest in Premises Used for Prostitution Offences,Knowingly Participate in Provision Prostitution Offences,Public Soliciting,Procuring Prostitution,Permit Minor to be at a Place Used for Prostitution Offences,Advertising Prostitution,Other Prostitution Offences,Liquor (excl. Drunkenness),Gaming Racing & Betting Offences,Breach Domestic Violence Protection Order,Trespassing and Vagrancy,Weapons Act Offences,Unlawful Possess Concealable Firearm,Unlawful Possess Firearm - Other,Bomb Possess and/or use of,Possess and/or use other weapons; restricted items,Weapons Act Offences - Other,Good Order Offences,Disobey Move-on Direction,Resist Incite Hinder Obstruct Police,Fare Evasion,Public Nuisance,Stock Related Offences,Traffic and Related Offences,Dangerous Operation of a Vehicle,Drink Driving,Disqualified Driving,Interfere with Mechanism of Motor Vehicle,Miscellaneous Offences,Other Offences,Total
South Eastern,Feb-04,Juvenile,Female,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,1,0,1,2,0,0,1,1,0,7,6,2,2,0,2,2,0,6,5,29,4,19,1,5,2,0,0,1,0,1,4,1,3,0,0,52,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,12,202
South Eastern,Feb-04,Juvenile,Male,0,0,0,0,0,0,0,15,0,9,1,5,2,1,1,8,6,2,1,0,0,0,1,0,26,27,11,11,0,9,7,0,33,22,65,4,37,14,10,4,0,0,0,0,4,11,2,2,7,0,162,39,0,22,0,2,15,0,0,0,0,0,0,0,0,0,2,0,0,10,9,0,0,0,8,1,24,0,15,4,5,0,17,3,9,5,0,8,109,827
South Eastern,Feb-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Mar-04,Adult,Female,0,0,0,0,0,0,0,31,3,6,6,16,0,0,0,4,0,4,4,0,1,1,2,0,39,11,7,7,0,2,2,1,9,5,151,4,78,7,62,102,1,10,22,0,69,18,2,5,11,0,297,111,5,36,8,7,55,9,0,0,3,1,1,0,1,3,3,0,10,3,10,1,1,0,8,0,44,0,25,1,18,0,79,2,64,13,0,4,273,1799
South Eastern,Mar-04,Adult,Male,1,1,1,0,0,0,0,96,3,51,8,34,21,4,17,10,8,2,28,3,1,4,20,0,157,138,78,67,11,33,27,2,68,46,227,7,71,64,85,105,2,12,10,0,81,79,10,12,57,0,665,400,7,177,16,30,170,3,0,0,0,0,1,0,0,2,8,0,88,9,57,4,15,1,29,8,268,7,118,3,140,1,454,16,335,103,0,10,1298,6205
South Eastern,Mar-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Mar-04,Juvenile,Female,0,0,0,0,0,0,0,9,0,3,1,5,0,0,0,1,0,1,1,1,0,0,0,0,11,2,0,0,0,1,1,0,3,2,40,0,35,0,5,3,0,0,0,0,3,2,0,0,2,0,52,8,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,3,0,2,2,0,0,0,0,17,235
South Eastern,Mar-04,Juvenile,Male,0,0,0,0,0,0,0,25,5,15,0,5,1,1,0,14,2,12,5,0,0,0,5,0,45,39,18,18,0,5,16,0,34,21,80,1,33,23,23,4,0,0,0,0,4,10,3,4,3,0,188,61,0,34,0,2,25,0,0,0,0,0,0,0,0,0,2,0,0,11,7,0,1,0,6,0,30,0,11,5,14,0,23,3,14,6,0,3,137,1057
South Eastern,Mar-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Apr-04,Adult,Female,0,1,0,0,0,0,1,24,0,8,7,9,1,0,1,2,0,2,6,0,0,0,6,0,34,24,22,20,2,2,0,0,11,8,88,3,44,11,30,45,0,5,11,0,29,24,5,5,12,2,200,132,0,48,9,4,71,14,0,0,13,0,0,0,0,1,1,0,7,1,8,1,2,0,4,1,34,0,17,0,17,0,115,1,96,18,0,4,316,1640
South Eastern,Apr-04,Adult,Male,0,1,1,0,0,0,0,86,3,39,11,33,27,6,21,11,9,2,19,6,0,3,10,0,144,94,66,61,5,12,16,4,61,39,199,7,73,45,74,130,0,19,28,0,83,59,8,10,38,3,586,447,2,190,22,13,220,5,0,0,3,0,1,0,0,1,3,0,75,16,56,2,8,1,35,10,185,4,84,2,95,0,518,20,360,137,1,12,1317,5997
South Eastern,Apr-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Apr-04,Juvenile,Female,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,6,4,4,4,0,0,0,0,5,7,34,2,31,0,1,2,0,0,0,0,2,0,0,0,0,0,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,1,0,5,0,2,1,2,0,4,1,2,1,0,0,17,211
South Eastern,Apr-04,Juvenile,Male,0,0,0,0,0,0,0,34,0,22,4,8,7,1,6,20,3,17,4,1,0,0,3,0,65,42,24,24,0,1,17,2,53,33,104,5,45,31,23,4,0,0,2,0,2,11,4,3,4,0,249,65,0,31,1,3,30,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,0,5,0,50,0,20,9,21,0,15,2,6,7,0,3,147,1307
South Eastern,Apr-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,May-04,Adult,Female,0,1,0,0,0,0,1,22,0,3,8,11,0,0,0,0,0,0,3,0,0,1,2,0,26,10,7,7,0,1,2,0,8,8,80,10,48,6,16,49,1,5,8,0,35,18,2,7,9,0,173,84,0,41,3,1,39,7,3,0,4,0,0,0,0,0,2,0,13,6,1,0,0,0,1,0,55,0,32,0,23,0,110,2,95,13,0,0,278,1401
South Eastern,May-04,Adult,Male,0,1,0,0,0,0,1,74,7,33,2,32,42,8,34,14,9,5,8,3,0,0,5,0,139,73,50,50,0,8,15,2,63,57,161,13,42,66,40,92,1,10,20,0,61,73,13,12,46,2,521,364,1,171,14,17,161,5,3,0,1,0,1,0,0,0,9,0,76,14,32,3,5,2,18,4,252,2,111,2,137,2,500,16,356,128,0,19,1273,5607
South Eastern,May-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,May-04,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,0,5,5,5,5,0,0,0,0,7,3,34,0,28,4,2,4,0,0,2,0,2,3,1,0,2,0,56,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,2,5,0,1,0,1,0,0,0,25,253
South Eastern,May-04,Juvenile,Male,0,0,0,0,0,0,0,13,0,4,2,7,7,4,3,5,2,3,1,0,0,0,1,0,26,40,21,21,0,3,16,0,41,28,99,7,52,27,13,2,0,0,0,0,2,13,2,4,6,1,223,62,0,36,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,3,14,0,0,0,13,1,31,0,10,5,16,0,12,2,5,5,0,7,135,1088
South Eastern,May-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Jun-04,Adult,Female,0,0,0,0,0,0,0,13,1,8,0,4,0,0,0,1,0,1,8,0,0,0,8,0,22,7,5,4,1,0,2,0,8,11,69,3,39,9,18,48,2,3,13,0,30,13,1,7,5,0,156,119,0,49,4,7,59,0,0,0,0,0,0,0,0,0,2,0,8,4,3,0,0,0,3,0,32,0,12,4,16,0,77,2,58,17,0,4,249,1249
South Eastern,Jun-04,Adult,Male,0,3,3,0,0,0,0,76,4,34,12,26,28,1,27,8,4,4,15,1,1,1,12,0,130,141,56,50,6,25,60,3,73,56,234,4,69,80,81,116,0,13,20,0,83,81,5,22,53,1,704,430,2,197,21,12,198,0,0,0,0,0,0,0,0,0,8,0,57,15,47,6,9,3,22,7,204,0,102,7,95,0,389,24,258,107,0,8,1158,5812
South Eastern,Jun-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Jun-04,Juvenile,Female,0,0,0,0,0,0,0,6,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,7,4,4,4,0,0,0,0,2,6,52,0,47,2,3,0,0,0,0,0,0,0,0,0,0,0,64,11,0,6,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,2,0,5,0,2,3,0,0,22,272
South Eastern,Jun-04,Juvenile,Male,0,0,0,0,0,0,0,16,0,4,5,7,9,2,7,5,1,4,1,0,0,0,1,0,31,90,75,74,1,4,11,0,43,17,74,2,47,9,16,5,0,3,0,0,2,10,0,6,3,1,239,48,0,21,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,35,1,20,2,12,0,15,1,9,5,0,6,112,1148
South Eastern,Jun-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Jul-04,Adult,Female,0,0,0,0,0,0,0,18,2,6,2,8,2,0,2,2,2,0,6,1,0,0,5,0,28,10,7,7,0,1,2,0,13,12,164,1,65,6,92,100,1,8,67,0,24,21,2,5,14,0,320,81,0,38,2,1,40,0,0,0,0,0,0,0,0,0,1,0,6,1,3,0,1,0,0,2,38,0,25,0,13,0,131,1,118,12,0,4,265,1809
South Eastern,Jul-04,Adult,Male,2,1,1,0,0,0,0,66,5,29,8,24,19,3,16,15,10,5,19,3,1,4,11,0,122,66,39,36,3,6,21,5,67,61,243,10,56,50,127,236,2,10,109,0,115,59,7,18,34,0,737,387,6,157,20,10,194,0,0,0,0,0,0,0,0,0,3,0,64,14,35,4,8,0,18,5,239,4,101,18,116,1,591,19,430,142,0,15,1349,6431
South Eastern,Jul-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Jul-04,Juvenile,Female,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,52,2,44,0,6,0,0,0,0,0,0,3,0,2,1,0,60,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,1,4,5,0,0,5,2,3,0,0,0,26,255
South Eastern,Jul-04,Juvenile,Male,0,0,0,0,0,0,0,17,0,9,2,6,4,1,3,13,10,3,4,1,0,0,3,0,38,34,13,13,0,6,15,4,48,11,73,1,33,20,19,3,0,0,2,0,1,10,2,3,4,1,183,20,0,11,0,2,7,0,0,0,0,0,0,0,0,0,2,0,0,11,9,0,0,0,7,2,34,1,14,3,16,0,20,3,10,7,0,5,101,898
South Eastern,Jul-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Aug-04,Adult,Female,0,0,0,0,0,0,0,27,1,11,1,14,0,0,0,2,1,1,6,0,1,3,2,0,35,13,9,7,2,2,2,0,8,5,87,1,52,9,25,50,0,3,15,0,32,19,1,2,15,1,182,100,0,44,5,3,48,6,0,0,3,0,0,0,0,3,0,0,10,2,0,0,0,0,0,0,46,0,27,2,17,0,113,2,89,22,0,6,283,1478
South Eastern,Aug-04,Adult,Male,0,1,0,0,0,0,1,97,5,41,8,43,21,6,15,8,2,6,16,0,0,6,10,0,143,68,38,36,2,11,19,0,72,54,213,7,51,74,81,102,1,11,28,0,62,56,6,18,32,0,565,414,5,190,26,11,182,4,0,0,2,0,0,0,0,2,15,0,80,13,36,1,4,2,24,5,273,4,130,6,133,0,503,16,323,163,1,19,1357,5980
South Eastern,Aug-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Aug-04,Juvenile,Female,0,0,0,0,0,0,0,10,0,3,1,6,0,0,0,3,1,2,0,0,0,0,0,0,13,4,4,4,0,0,0,0,7,4,29,2,17,1,9,1,0,0,0,0,1,3,1,0,0,2,48,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,16,0,8,4,4,0,7,0,2,5,0,0,37,284
South Eastern,Aug-04,Juvenile,Male,0,0,0,0,0,0,0,17,0,9,2,6,3,1,2,4,0,4,7,1,0,0,6,0,31,66,41,41,0,3,22,4,61,18,100,0,16,43,41,4,0,0,0,0,4,12,3,6,3,0,265,45,0,22,1,1,21,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,0,8,1,67,0,31,15,21,0,19,3,11,5,0,6,153,1292
South Eastern,Aug-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Sep-04,Adult,Female,0,1,1,0,0,0,0,20,1,7,3,9,1,0,1,1,0,1,9,0,0,1,8,0,32,9,9,9,0,0,0,0,6,6,56,0,40,5,11,29,0,11,8,0,10,11,3,0,7,1,117,106,1,43,3,5,54,5,0,0,4,0,0,0,1,0,1,0,2,4,3,0,0,0,3,0,35,0,24,2,9,0,84,1,67,16,0,3,243,1163
South Eastern,Sep-04,Adult,Male,1,0,0,0,0,0,0,72,3,40,5,24,18,4,14,8,6,2,13,1,0,2,10,0,112,57,30,29,1,6,21,10,58,42,157,6,48,46,57,92,0,14,27,0,51,59,8,8,40,3,475,365,3,172,18,6,166,7,1,0,2,0,0,0,3,1,11,0,60,10,45,4,8,2,25,6,253,4,123,15,111,7,433,15,286,132,0,18,1209,5201
South Eastern,Sep-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Sep-04,Juvenile,Female,0,0,0,0,0,0,0,12,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,4,8,42,0,37,2,3,2,0,0,0,0,2,3,3,0,0,0,60,14,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,4,2,2,0,2,0,1,1,0,2,27,282
South Eastern,Sep-04,Juvenile,Male,0,0,0,0,0,0,0,21,1,12,2,6,3,1,2,4,4,0,3,0,0,0,3,0,31,47,26,26,0,4,17,4,55,26,63,2,31,14,16,1,0,1,0,0,0,12,4,1,5,2,208,66,0,34,1,2,29,0,0,0,0,0,0,0,0,0,3,0,1,6,5,0,0,0,5,0,40,0,23,5,12,0,13,2,7,4,0,5,139,1060
South Eastern,Sep-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Oct-04,Adult,Female,0,1,1,0,0,0,0,21,0,6,4,11,2,1,1,1,1,0,8,0,0,0,8,0,33,10,8,8,0,0,2,1,7,6,87,2,56,6,23,52,2,3,13,0,34,18,3,2,12,1,181,119,1,57,2,1,58,8,0,0,6,0,1,0,0,1,3,0,11,0,3,0,1,0,2,0,45,0,24,1,20,0,86,0,60,26,0,3,278,1453
South Eastern,Oct-04,Adult,Male,3,3,1,0,1,0,1,91,6,39,9,37,23,7,16,9,7,2,18,0,0,4,14,0,147,86,40,37,3,9,37,0,74,44,208,21,68,56,63,97,7,6,14,0,70,58,8,13,37,0,567,398,5,180,18,17,178,3,0,0,2,0,1,0,0,0,19,0,99,14,37,2,7,5,17,6,389,10,136,5,238,0,487,22,314,151,0,16,1462,6299
South Eastern,Oct-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Oct-04,Juvenile,Female,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,4,4,2,2,0,1,1,0,1,6,78,4,52,21,1,1,0,0,0,0,1,1,0,0,1,0,91,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,2,2,1,0,0,0,0,0,0,0,11,310
South Eastern,Oct-04,Juvenile,Male,1,0,0,0,0,0,0,11,1,6,0,4,2,0,2,3,1,2,7,0,0,0,7,0,24,33,14,14,0,2,17,0,57,30,80,2,19,37,22,2,0,0,0,0,2,9,1,3,5,0,211,61,0,32,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,1,0,15,1,36,1,14,9,12,0,9,2,4,3,0,7,136,1026
South Eastern,Oct-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Nov-04,Adult,Female,0,1,1,0,0,0,0,12,0,1,0,11,0,0,0,0,0,0,1,0,0,0,1,0,14,21,19,17,2,1,1,0,7,14,106,10,69,9,18,45,0,2,7,0,36,14,3,3,7,1,207,112,0,44,5,10,53,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,50,3,26,0,21,1,94,0,70,24,0,3,273,1465
South Eastern,Nov-04,Adult,Male,3,1,0,0,0,0,1,107,3,50,12,42,17,1,16,3,2,1,13,1,0,1,11,0,144,71,52,47,5,5,14,0,70,43,172,16,62,45,49,130,1,5,53,0,71,67,14,12,40,1,553,515,8,240,32,27,208,0,0,0,0,0,0,0,0,0,10,1,92,9,47,2,8,0,31,6,458,12,143,15,288,2,489,14,310,165,0,13,1636,6808
South Eastern,Nov-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Nov-04,Juvenile,Female,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,2,0,0,0,2,0,7,8,4,4,0,0,4,0,7,3,41,2,24,9,6,8,0,0,0,0,8,5,0,4,1,0,72,13,0,7,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,14,0,7,1,6,0,0,0,0,0,0,2,34,327
South Eastern,Nov-04,Juvenile,Male,0,0,0,0,0,0,0,20,2,9,2,7,2,0,2,4,0,4,1,0,0,0,1,0,27,48,21,21,0,5,22,2,73,19,71,3,31,17,20,16,0,0,0,0,16,10,3,0,7,0,239,76,0,48,0,2,26,0,0,0,0,0,0,0,0,0,2,0,0,10,7,0,0,1,5,1,122,3,23,7,89,0,13,1,10,1,1,9,239,1421
South Eastern,Nov-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Dec-04,Adult,Female,0,0,0,0,0,0,0,32,2,11,6,13,0,0,0,3,3,0,6,0,0,2,4,0,41,30,30,28,2,0,0,1,21,13,76,1,52,11,12,76,1,2,8,0,65,41,4,5,32,0,258,96,0,33,7,3,53,0,0,0,0,0,0,0,0,0,2,0,8,1,2,0,0,0,2,0,40,1,29,1,9,0,84,1,71,12,0,4,237,1588
South Eastern,Dec-04,Adult,Male,0,2,2,0,0,0,0,102,5,45,8,44,23,8,15,8,3,5,24,4,7,4,9,0,159,151,122,119,3,4,25,1,89,50,199,12,50,63,74,99,1,12,18,0,68,62,7,7,46,2,651,388,4,184,23,13,164,1,0,0,0,0,1,0,0,0,13,0,96,13,43,4,7,2,26,4,455,6,162,9,278,0,518,12,320,186,0,12,1539,6895
South Eastern,Dec-04,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
South Eastern,Dec-04,Juvenile,Female,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,5,0,6,0,0,0,0,0,0,0,4,0,59,1,54,0,4,9,0,0,0,0,9,2,0,2,0,0,74,17,0,8,1,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,3,1,3,0,2,0,2,0,0,1,29,320
South Eastern,Dec-04,Juvenile,Male,0,0,0,0,0,0,0,32,8,12,2,10,2,0,2,4,2,2,2,0,0,0,2,0,40,26,12,11,1,6,8,0,38,82,70,0,24,33,13,13,0,0,0,0,13,6,1,0,5,0,235,58,0,29,1,3,25,0,0,0,0,0,0,0,0,0,1,0,1,4,7,0,1,0,5,1,65,1,22,6,36,0,22,8,10,4,0,10,168,1205
South Eastern,Dec-04,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Eastern,Jan-05,Adult,Female,0,0,0,0,0,0,0,28,3,6,4,15,1,0,1,2,0,2,6,0,0,1,5,0,37,13,9,9,0,3,1,0,9,8,99,4,61,7,27,48,0,2,9,0,37,23,6,2,15,0,200,117,2,53,4,4,54,6,0,0,2,0,0,0,3,1,0,0,12,3,9,0,1,0,7,1,68,1,33,4,30,0,155,2,126,27,0,4,374,1806
